ID,Scale,High.Level.Cat,Specific.Skill,Rank.Now,Rank.Future,TeamFolder,Team,Group.Class,Rank.Now.Num,Rank.Future.Num,Gap,Gap2,CreditSkill,DebitSkill,Year
52,Scale GP,Systems,BSM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,MIDAS,Basic (1),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,3,-2,4,FALSE,TRUE,2018
52,Scale GP,Systems,TARSAMM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,Aperture,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,TRAFFIC,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,Hub,Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,1,-1,1,FALSE,TRUE,2018
52,Scale GP,Systems,MarkitEDM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,DKAN (data inventory system),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,TARDIS / INTACT,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,MOSR / EDM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,GABRIEL,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,RWM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Systems,OSCA,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Analytical tools,Excel,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,3,-1,1,FALSE,TRUE,2018
52,Scale GP,Analytical tools,"Programming tools for analysis (R, Python, Matlab)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,2,-1,1,FALSE,TRUE,2018
52,Scale GP,Analytical tools,"Visualisation tools (Excel, tableau, power BI, SSRS)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,2,-1,1,FALSE,TRUE,2018
52,Scale GP,Analytical tools,"Programming tools for product development (R, Python, Matlab, Shiny)",Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,1,-1,1,FALSE,TRUE,2018
52,Scale GP,Analytical tools,"Database query tools (SQL type tools , NoSQL, MDx, SSAS)",Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,1,-1,1,FALSE,TRUE,2018
52,Scale GP,Analytical tools,"Econometric tools (Eviews, Stata, X13, etc)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Analytical tools,"Bank collaboration tools: Sharepoint, Collaborate, My Service",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,2,-1,1,FALSE,TRUE,2018
52,Scale GP,Analytical tools,VBA,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Analytical tools,STAR tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Analytical tools,Programming tools for big data (e.g. Spark),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Analytical tools,Version control (git),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Analytical tools,"Programming notebooks (Jupyter notebooks, R markdown)",Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,1,-1,1,FALSE,TRUE,2018
52,Scale GP,Analytical tools,"Workflow-based tools ( KNIME, Alteryx)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Analytical tools,Web development,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Analytical tools,"Office tools: 
Powerpoint
Access
Word",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,3,-1,1,FALSE,TRUE,2018
52,Scale GP,Analytical tools,Team workflow management tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Soft,Presentations/public  speaking,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
52,Scale GP,Soft,Customer service,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
52,Scale GP,Soft,"Communication (written, reviewing and editing)",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,3,-1,1,FALSE,TRUE,2018
52,Scale GP,Soft,Stakeholder management/negotiation,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,2,-1,1,FALSE,TRUE,2018
52,Scale GP,Soft,Planning & Organisation,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Soft,Training,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Soft,Event management,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Management,Coaching and Mentoring,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Management,Leadership,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Management,Line/people management,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Management,Performance Evaluation,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Management,Self-management,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
52,Scale GP,Management,"Project Management (scoping, task setting, development follow-up, budget)",Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Management,Business planning,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Management,Strategy,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Management,"Structured thinking (e.g. business process opt, taxonomy)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Management,Conflict resolution,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Data management,Data Collection,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Data management,Data Ownership & Stewardship,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,2,-1,1,FALSE,TRUE,2018
52,Scale GP,Data management,"Data Preparation (e.g. Virtual, Imputation, Anonimization)",Basic (1),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,3,-2,4,FALSE,TRUE,2018
52,Scale GP,Data management,"Data Preparation (e.g. Manipulation, Aggregation)",Good (2),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,4,-2,4,FALSE,TRUE,2018
52,Scale GP,Data management,Data Quality (Plausie),Good (2),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,4,-2,4,FALSE,TRUE,2018
52,Scale GP,Data management,Data Analysis: Exploration,Good (2),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,4,-2,4,FALSE,TRUE,2018
52,Scale GP,Data management,Data Analysis: Modelling,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Data management,Data Publishing/Sharing,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,3,-1,1,FALSE,TRUE,2018
52,Scale GP,Data management,Data Ownership & Stewardship (advisory),Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
52,Scale GP,Data management,Metadata Management (advisory/operational),Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
52,Scale GP,Data management,Master Data Management,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
52,Scale GP,Data management,Data Quality Management (advisory),Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
52,Scale GP,Data management,Data Governance (advisory),Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
52,Scale GP,Data management,Data risk (reviewing and acessing data risks),Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
52,Scale GP,Subject matter experts,Prudential regulation: Banking,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Subject matter experts,Prudential regulation: Insurance,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Subject matter experts,National accounts,Basic (1),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,3,-2,4,FALSE,TRUE,2018
52,Scale GP,Subject matter experts,"Banking - stats (e.g. money and credit, rates)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,2,-1,1,FALSE,TRUE,2018
52,Scale GP,Subject matter experts,PRA supervisory process: banking,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Subject matter experts,Monetary policy,Basic (1),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,0,1,1,TRUE,FALSE,2018
52,Scale GP,Subject matter experts,Financial Stability,Basic (1),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,0,1,1,TRUE,FALSE,2018
52,Scale GP,Subject matter experts,Insurance,Basic (1),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,0,1,1,TRUE,FALSE,2018
52,Scale GP,Subject matter experts,Financial Risk Management,Basic (1),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,0,1,1,TRUE,FALSE,2018
52,Scale GP,Technical specialists,Statistical methods,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Technical specialists,Data science,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,2,-1,1,FALSE,TRUE,2018
52,Scale GP,Technical specialists,Economics,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Technical specialists,Mathematics,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Technical specialists,Accountancy,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
52,Scale GP,Technical specialists,"Bank policy  (e.g. data policies, disclosures)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,1,2,-1,1,FALSE,TRUE,2018
52,Scale GP,Technical specialists,"Data Management (DCAM,DAMA)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
52,Scale GP,Technical specialists,Data Engineering,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_GP_3.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,BEEDS,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,BSM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,MIDAS,Expert (4),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,4,4,0,0,FALSE,FALSE,2018
53,Scale H,Systems,TARSAMM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,Aperture,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,TRAFFIC,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,Hub,Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,1,-1,1,FALSE,TRUE,2018
53,Scale H,Systems,MarkitEDM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,DKAN (data inventory system),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,TARDIS / INTACT,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,MOSR / EDM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,GABRIEL,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,RWM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Systems,OSCA,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,Excel,Expert (4),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,4,4,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,"Programming tools for analysis (R, Python, Matlab)",High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,3,3,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,"Visualisation tools (Excel, tableau, power BI, SSRS)",Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,"Programming tools for product development (R, Python, Matlab, Shiny)",Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,"Database query tools (SQL type tools , NoSQL, MDx, SSAS)",Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,1,-1,1,FALSE,TRUE,2018
53,Scale H,Analytical tools,"Econometric tools (Eviews, Stata, X13, etc)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,"Bank collaboration tools: Sharepoint, Collaborate, My Service",High (3),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,3,2,1,1,TRUE,FALSE,2018
53,Scale H,Analytical tools,VBA,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,STAR tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,Programming tools for big data (e.g. Spark),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,Version control (git),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,"Programming notebooks (Jupyter notebooks, R markdown)",Not applicable (0),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,1,-1,1,FALSE,TRUE,2018
53,Scale H,Analytical tools,"Workflow-based tools ( KNIME, Alteryx)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,Web development,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,"Office tools: 
Powerpoint
Access
Word",High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,3,3,0,0,FALSE,FALSE,2018
53,Scale H,Analytical tools,Team workflow management tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,0,0,0,0,FALSE,FALSE,2018
53,Scale H,Soft,Presentations/public  speaking,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
53,Scale H,Soft,Customer service,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
53,Scale H,Soft,"Communication (written, reviewing and editing)",Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
53,Scale H,Soft,Stakeholder management/negotiation,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
53,Scale H,Soft,Planning & Organisation,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
53,Scale H,Soft,Training,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,2,2,0,0,FALSE,FALSE,2018
53,Scale H,Soft,Event management,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//FSG/FSG_H_1.xlsx,FSG,Datasets Subject Matter Expertise,1,1,0,0,FALSE,FALSE,2018
